comment,label,comment_length,comment_cleaned
عالی و به موقع فقط قاشق و چاقو نیاورده بودن,1,43,عالی و به موقع فقط قاشق و چاقو نیاورده بودن
ناگت با حجم زیاد و طعم عالی بود,1,31,ناگت با حجم زیاد و طعم عالی بود
اولین بار بود که بستنی سفارش می‌دادم از خونه خیلی عالی بود مخصوصا اینکه بستنی اسکوپی کیلویی که خواستم همون طمع‌ها سفارشم بود ارسال شد پیشنهاد می‌کنم تو منوی کیلویی‌ها تون بزنین انتخابی که بدونن میتونن طعم انتخاب کنن,1,215,اولین بار بود که بستنی سفارش میدادم از خونه خیلی عالی بود مخصوصا اینکه بستنی اسکوپی کیلویی که خواستم همون طمعها سفارشم بود ارسال شد پیشنهاد میکنم تو منوی کیلوییها تون بزنین انتخابی که بدونن میتونن طعم انتخاب کنن
چرا هرروز سایز پیتزاهاتون و جعبه هاش کوچکتر میشه؟!!!!,1,53,چرا هرروز سایز پیتزاهاتون و جعبه هاش کوچکتر میشه
واقعا چرا باید انقد دیر برسه؟!!!!! واقعا ک ناراضیم از این موضوع,0,63,واقعا چرا باید انقد دیر برسه واقعا ک ناراضیم از این موضوع
هم شکلات و هم بیسکوییت رو اشتباه فرستادند,0,41,هم شکلات و هم بیسکوییت رو اشتباه فرستادند
اسنپ اکسپرس ماسک و دستکش داشت,1,29,اسنپ اکسپرس ماسک و دستکش داشت
طعم صبحانه خوب بود حجم مناسبی هم داشت تنها نکته این‌که خوردنش خیلی سخت بود چون نون تست، تست نشده بود و مواد از داخلش ریخته بیرون اگر داخل ساندویچ ساز پرس بشه یا تست بشه خیلی بهتره,1,179,طعم صبحانه خوب بود حجم مناسبی هم داشت تنها نکته اینکه خوردنش خیلی سخت بود چون نون تست تست نشده بود و مواد از داخلش ریخته بیرون اگر داخل ساندویچ ساز پرس بشه یا تست بشه خیلی بهتره
بر خلاف غذاهای دیگر این رستوران، خوراک جوجه ران اصلا خوب نبود. سوخته و دارای غضروف زیاد بود.,0,92,بر خلاف غذاهای دیگر این رستوران خوراک جوجه ران اصلا خوب نبود سوخته و دارای غضروف زیاد بود
غذا خوب و گرم بود. مشکلی نداشت,1,30,غذا خوب و گرم بود مشکلی نداشت
مواد درجه ۳ و قاتل معده!,0,24,مواد درجه  و قاتل معده
خیلی وقت بود ساندویچ به این خوشمزگی نخورده بودم از ۱۰۰، ۱۰۰ بهش میدم,1,68,خیلی وقت بود ساندویچ به این خوشمزگی نخورده بودم از   بهش میدم
قیمت روی مواد غذایی بسیار کمتر از قیمت ثبت‌شده در اپلیکیشن بود مثلا تاید ۳۸۰۰ بود در حالی که در اپلیکیشن ۵۶۰۰ ثبت‌شده بود,0,121,قیمت روی مواد غذایی بسیار کمتر از قیمت ثبتشده در اپلیکیشن بود مثلا تاید  بود در حالی که در اپلیکیشن  ثبتشده بود
غذا عالی بود و به موقع رسید,1,27,غذا عالی بود و به موقع رسید
طعم پاستا خوب بود فقط اگه روش کمی جعفری خرد شده و گوجه گیلاسی هم بود بهتر بود.,1,78,طعم پاستا خوب بود فقط اگه روش کمی جعفری خرد شده و گوجه گیلاسی هم بود بهتر بود
کیفیت غذاتون عالی بود ممنون,0,27,کیفیت غذاتون عالی بود ممنون
واقعیت کبابی که می‌خوردم حتی خالی خالی مزه هیچ چیزی رو نمی‌داد چه برسه به گوشت. انگار شن و ماسه تو دهانم می‌جویدم. هیچ مزه‌ای نداشت.,0,132,واقعیت کبابی که میخوردم حتی خالی خالی مزه هیچ چیزی رو نمیداد چه برسه به گوشت انگار شن و ماسه تو دهانم میجویدم هیچ مزهای نداشت
من تا حالا مشتری شما بودم ولی بخاطر قیمت بسیار بالا نسبت به حجم و کیفیت، دیگه از اینجا خرید نخواهم کرد,1,102,من تا حالا مشتری شما بودم ولی بخاطر قیمت بسیار بالا نسبت به حجم و کیفیت دیگه از اینجا خرید نخواهم کرد
همه سفارشا عالی بودن,1,20,همه سفارشا عالی بودن
شما اسپری موی کاسپ-ن-برای من نفرستادید هر سری که سفارش میدم شما همیشه یک یا دو قلم یادتون میره برام بفرستین لطف کنین برام بفرستین,0,129,شما اسپری موی کاسپنبرای من نفرستادید هر سری که سفارش میدم شما همیشه یک یا دو قلم یادتون میره برام بفرستین لطف کنین برام بفرستین
واقعا عالیه من بی‌نهایت راضی هستم,1,33,واقعا عالیه من بینهایت راضی هستم
مثل همیشه عالی ممنون از پیک اسنپ فود و ممنون از روژان,1,53,مثل همیشه عالی ممنون از پیک اسنپ فود و ممنون از روژان
کیفیت غذا خوب. بسته بندی خوب. سرعت ارسال و برخورد پیک مناسب,1,59,کیفیت غذا خوب بسته بندی خوب سرعت ارسال و برخورد پیک مناسب
بیش از اندازه شیرین و با جزئیاتی که نوشته بودن در منو یکی نبود,0,62,بیش از اندازه شیرین و با جزئیاتی که نوشته بودن در منو یکی نبود
سرد و دیر تحویل شد,1,18,سرد و دیر تحویل شد
بسیار سالم کم‌چرب کیفیت عالی و مواد اولیه خوب,1,45,بسیار سالم کمچرب کیفیت عالی و مواد اولیه خوب
واقعا یک سوم یه چیپس کوچیکم توش نبود با پنیر بی‌کیفیت و نامرغوب قارچام که یه طرف میرفتن سوخاری روش یه طرف دیگه,0,110,واقعا یک سوم یه چیپس کوچیکم توش نبود با پنیر بیکیفیت و نامرغوب قارچام که یه طرف میرفتن سوخاری روش یه طرف دیگه
سلام من دو عدد دلستر سفارش دادم به جای اون دو تا نوشابه فرستادید,0,64,سلام من دو عدد دلستر سفارش دادم به جای اون دو تا نوشابه فرستادید
نان کاملا خمیر بود و نان بربری هم سفارش داده بودم که اصلا نیاوردند و نان سنگک خشخاشی چند عدد خشخاش بیشتر نداشت قبلا عالی بود ولی این دفعه اصلا خوب نبود,0,151,نان کاملا خمیر بود و نان بربری هم سفارش داده بودم که اصلا نیاوردند و نان سنگک خشخاشی چند عدد خشخاش بیشتر نداشت قبلا عالی بود ولی این دفعه اصلا خوب نبود
هر وقت از این رستوران سفارش میدم حدود ۱ ساعت و نیم به بالا طول میکشه و حداقل دوبار اعلام تاخیر می‌کنم,0,101,هر وقت از این رستوران سفارش میدم حدود  ساعت و نیم به بالا طول میکشه و حداقل دوبار اعلام تاخیر میکنم
کراسان عالی و تازه بودولی دونات کهنه بود و کوچیک بود برخورد پیک هم عالی بود مرسی,1,80,کراسان عالی و تازه بودولی دونات کهنه بود و کوچیک بود برخورد پیک هم عالی بود مرسی
بد بود در حد غذاهای ترمینال جنوب لطفا با رستورانهای با کیفیت قرارداد کاری ببندید,0,80,بد بود در حد غذاهای ترمینال جنوب لطفا با رستورانهای با کیفیت قرارداد کاری ببندید
